,0,1,2,3,4,5,6,7,8,9,10,11
0,36.61206931295424,83.33333333333334,0.33489618218352313,0.66711140760507,24.4,8.171466845277964,36.7,24.581379772270594,42.46666666666667,42.66577361018085,47.199999999999996,63.228399196249164
