,0,1,2,3,4,5,6,7,8,9,10,11
0,98.53613532213353,96.72245467224548,92.90020093770931,94.77280491971302,100.0,33.48961821835231,99.7,66.7782987273945,94.13333333333334,94.57468184862692,74.15,99.33020763563295
