,0,1,2,3,4,5,6,7,8,9,10,11
0,97.53245796463054,95.51839464882943,95.6463496316142,95.58232931726907,96.0,32.15003348961822,97.8,65.50569323509711,95.26666666666667,95.71332886805091,74.15,99.33020763563295
